sample_id,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,taxid_ch1,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,diabetes_label
GSM2158830,Pancreatic islet cell sample 932,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773535,NONE,Control
GSM2158831,Pancreatic islet cell sample 933,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773536,NONE,Control
GSM2158832,Pancreatic islet cell sample 934,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773537,NONE,Control
GSM2158833,Pancreatic islet cell sample 935,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773538,NONE,Control
GSM2158834,Pancreatic islet cell sample 936,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773539,NONE,Control
GSM2158835,Pancreatic islet cell sample 937,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773540,NONE,Control
GSM2158836,Pancreatic islet cell sample 938,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773541,NONE,Control
GSM2158837,Pancreatic islet cell sample 939,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773542,NONE,Control
GSM2158838,Pancreatic islet cell sample 940,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773543,NONE,Control
GSM2158839,Pancreatic islet cell sample 941,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773544,NONE,Control
GSM2158840,Pancreatic islet cell sample 942,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773545,NONE,Control
GSM2158842,Pancreatic islet cell sample 943,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773546,NONE,Control
GSM2158843,Pancreatic islet cell sample 944,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773547,NONE,Control
GSM2158844,Pancreatic islet cell sample 945,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773548,NONE,Control
GSM2158846,Pancreatic islet cell sample 946,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773549,NONE,Control
GSM2158848,Pancreatic islet cell sample 947,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773550,NONE,Control
GSM2158849,Pancreatic islet cell sample 948,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773551,NONE,Control
GSM2158850,Pancreatic islet cell sample 949,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773552,NONE,Control
GSM2158852,Pancreatic islet cell sample 950,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773553,NONE,Control
GSM2158853,Pancreatic islet cell sample 951,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773554,NONE,Control
GSM2158855,Pancreatic islet cell sample 952,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773555,NONE,Control
GSM2158856,Pancreatic islet cell sample 953,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773556,NONE,Control
GSM2158858,Pancreatic islet cell sample 954,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773557,NONE,Control
GSM2158859,Pancreatic islet cell sample 955,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773558,NONE,Control
GSM2158861,Pancreatic islet cell sample 956,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773559,NONE,Control
GSM2158862,Pancreatic islet cell sample 957,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773560,NONE,Control
GSM2158863,Pancreatic islet cell sample 958,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773561,NONE,Control
GSM2158865,Pancreatic islet cell sample 959,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773562,NONE,Control
GSM2158866,Pancreatic islet cell sample 960,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773563,NONE,Control
GSM2158868,Pancreatic islet cell sample 961,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773564,NONE,Control
GSM2158869,Pancreatic islet cell sample 962,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773565,NONE,Control
GSM2158871,Pancreatic islet cell sample 963,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773566,NONE,Control
GSM2158872,Pancreatic islet cell sample 964,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773567,NONE,Control
GSM2158874,Pancreatic islet cell sample 965,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773568,NONE,Control
GSM2158875,Pancreatic islet cell sample 966,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773569,NONE,Control
GSM2158877,Pancreatic islet cell sample 967,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773570,NONE,Control
GSM2158878,Pancreatic islet cell sample 968,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773571,NONE,Control
GSM2158879,Pancreatic islet cell sample 969,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773572,NONE,Control
GSM2158881,Pancreatic islet cell sample 970,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773573,NONE,Control
